u,v,lon,lat,length,N01,N02,N03,N06,N07,N08,N14,N15,N17,N_YP,N_GC,N_MED,N_WAIT,priority,csvi_E,csvi_S_env,csvi_S_contact,csvi_AC_phys,csvi_AC_social,AC_med_dom,AC_tech_dom,AC_mkt_dom,AC_sport_dom,AC_soc_cul_dom
82517936,82516857,121.4452148,31.2109296,107.9078738658735,0.07246376811594203,0.6297282238224315,0.06192927141591618,0.0,0.7798745095832567,0.8065224429024482,0.05210450511984877,0.7980747775053841,0.12177703024790978,0.2227188160541368,0.5329249349928891,0.0,0.0,0.1203229009004593,0.5169565032176018,0.036165063443537655,0.16280038715093223,0.32694148600181994,0.016060713719725925,0.07920888546379154,0.09945258479686686,0.07097970154138794,0.09062452742994369,0.17917626196917558
82517936,6316601377,121.4453451,31.21045795,76.81077415410753,0.07246376811594203,0.3374919378238,0.059884168193213135,0.0,0.6575563567824046,0.6897058731939758,0.050971045188261836,0.7536739537234695,0.0619049660549307,0.23670061987126031,0.24246871462597921,0.0,0.0,0.07005539944263446,0.2765297088652571,0.03548406055584512,0.17775539475657828,0.204443349713416,0.015210652958774601,0.06406937627298628,0.08044381686924647,0.0574130689905026,0.07330310120472666,0.14492959066511987
82517936,94574925,121.44489540000001,31.210507,9.421257440688253,0.07246376811594203,0.3520783879738888,0.08466393961451854,0.0,0.3515301463945753,0.41697654776012755,0.0753727289393345,0.6762701537689102,0.0611596903450239,0.3089040100122768,0.34056162535958673,0.0,0.0,0.08842674088226776,0.29081415477450046,0.030203882213852867,0.22734166534813835,0.30106765518062856,0.0138939638354693,0.07016906161002708,0.08810242069464234,0.0628790447101061,0.08028187761227085,0.15872752269601245
82517936,82526036,121.44432334999999,31.20968355,217.23151253108185,0.07246376811594203,0.48254217214176076,0.10169114367554535,0.0,0.8571271049229934,0.8247489271247022,0.09248142267850552,0.7673720563354863,0.15354790026447657,0.2598147435670114,0.43164294729729424,0.0,0.0,0.13180278197283005,0.3914677852229279,0.06700277493207393,0.21152424774800344,0.10846369306837679,0.01378416765455115,0.0473723680816242,0.0594794943278037,0.04245074940824648,0.05419970809445509,0.107159743301905
857586380,82516857,121.44547225,31.211931649999997,128.0769776691829,0.11594202898550725,0.5005539291820094,0.060432683362704284,0.0,0.8637867204021492,0.7424508761176838,0.050836257118574174,0.6947310966288865,0.12469609695499802,0.20606760515155412,0.4280195638651923,0.3333333333333333,0.4,0.13784385292135096,0.4586691721872182,0.05577708731405436,0.1805026838854345,0.12976411692994103,0.0,0.2398818300118439,0.12134163022798362,0.08660199949275083,0.11057055902016553,0.08807335124573776
857586380,9269522772,121.44541295,31.2124965,9.174930532184588,0.11594202898550725,0.4558729840431519,0.08497632344368082,0.29498478648620297,0.38392104187153675,0.4581190996945389,0.09347981074958558,0.6792654918885473,0.10683244681122546,0.11796801134462492,0.18012948818924285,0.3333333333333333,0.4,0.06666753083184578,0.4138738647969757,0.0373848852057292,0.08925924359332668,0.24419835763111694,0.0,0.41323398152488455,0.20902994187414106,0.1491854929438101,0.19047508659271578,0.15172012653020284
857586380,9775024282,121.44523825,31.2134802,220.74731980530714,0.057971014492753624,0.5585511447212342,0.13258888046869768,0.29498478648620297,0.8926747695719356,0.7740794353490502,0.14041166845936792,0.769683921311148,0.10220844548833233,0.1886708087129869,0.2342528608402695,0.16666666666666666,0.4,0.11646101318510844,0.48205069215567115,0.028489418509945345,0.1614550034447238,0.17558086555683314,0.0,0.18107826633348392,0.09159648329598956,0.06537277095279383,0.08346578452333289,0.066483442088592
857586380,8221559064,121.4467077,31.212830349999997,248.03969444957622,0.07246376811594203,0.41721925807705984,0.053930552308968205,0.45514636449480644,0.8958436718463532,0.8660342247047927,0.0739252553727661,0.7849927541176158,0.13669096564050615,0.24664193482699318,0.37163513139168014,0.0,0.0,0.09588033943682656,0.3489732401279298,0.059317011764633935,0.19405922511047072,0.19669695420568428,0.0660850592861411,0.10590597634797987,0.13297274707982482,0.09490317340818684,0.23794349973997,0.1645194876304407
6316601377,82517936,121.4453451,31.21045795,76.81077415410753,0.07246376811594203,0.3374919378238,0.059884168193213135,0.0,0.6575563567824046,0.6897058731939758,0.050971045188261836,0.7536739537234695,0.0619049660549307,0.23670061987126031,0.24246871462597921,0.0,0.0,0.07005539944263446,0.2765297088652571,0.03548406055584512,0.17775539475657828,0.204443349713416,0.015210652958774601,0.06406937627298628,0.08044381686924647,0.0574130689905026,0.07330310120472666,0.14492959066511987
6316601377,601675009,121.44646645,31.210386200000002,138.81330607477568,0.07246376811594203,0.5097912957025975,0.098800412047135,0.5454306998216347,0.7393375759933569,0.7666324875849216,0.12084584677713915,0.7506821417122219,0.06697911849998629,0.27206908604100827,0.4005590548576034,0.0,0.0,0.12121723458818622,0.4441321281239044,0.055134212736423265,0.2025163012265843,0.2508682166476199,0.0723652744415771,0.12288854649745377,0.15429561367459801,0.11012138729371188,0.2760989685366679,0.19090103696296853
6316601377,6316601378,121.4456884,31.210085749999998,73.58793963905576,0.07246376811594203,0.3374919378238,0.060598829895854786,0.0,0.7559302612720408,0.7575241949287562,0.0509264494381891,0.7889724610245108,0.05349755172910092,0.23670061987126031,0.24246871462597921,0.0,0.0,0.06798064077419705,0.2765297088652571,0.030947610739845425,0.17731131018550386,0.28189584317631533,0.014521296436626257,0.0703360745370236,0.08831211771521139,0.06302870629974242,0.08047296056332086,0.1591053180883394
