Id,lon,lat,betweenness_raw,harmonic_raw,pagerank_raw,od_composite,trip_starts,trip_ends,edge_out_w,edge_in_w
161,121.444931,31.216964719999996,88.7667653660153,77.8333333333333,0.0025878223462377954,0.24440907159168504,3,3,6,6
80,121.4366913,31.20048523,22.30751030359824,74.5,0.0025135408834011564,0.2279102414067781,1,4,3,6
200,121.444931,31.20048523000001,22.865826575841076,85.08333333333323,0.0024163472786441612,0.25464594438529625,6,5,7,6
49,121.44673797368422,31.194413838421053,86.86385785629474,94.24999999999994,0.004142611272749768,0.3119915236159941,8,4,15,11
209,121.44559018400001,31.196090701999996,91.63094865356449,94.08333333333321,0.0043374410420983795,0.3150254451344497,13,7,18,12
110,121.4339447,31.207351679999995,53.089455305542984,82.08333333333327,0.0021117964172627725,0.24488968634357777,3,2,5,4
42,121.44424434999998,31.192456755384622,247.95696005907385,93.16666666666654,0.005722149761715281,0.3492273714640437,10,12,14,16
189,121.43625434090904,31.18125916,131.65735058412872,90.16666666666659,0.0050452200188991995,0.3194406999239152,7,7,15,15
160,121.4408112,31.21696472,30.713666882545457,82.08333333333326,0.0014222129842771446,0.23204442384512847,2,0,4,2
207,121.45331535789472,31.19347421315789,121.29544360811948,83.5833333333332,0.005532750443483959,0.3084400678452975,4,11,8,15
122,121.4435577,31.210098269999996,78.87935578445719,87.33333333333321,0.0028657791961934492,0.27304490746257026,3,1,8,6
180,121.43669129999992,31.193618770000025,577.25224205078,99.49999999999989,0.006415463289952948,0.40888937713956647,9,6,22,19
220,121.44218440000002,31.216964720000004,0.4637426900584795,65.28333333333343,0.001448078568932808,0.18475793349867367,1,2,1,2
126,121.45454409999999,31.208381652999996,188.61392917156462,86.58333333333326,0.004091095446278446,0.3006875168050343,10,7,13,10
193,121.43531800000002,31.19773865,26.668797570556737,89.66666666666656,0.0018942040678313796,0.2591461679458791,5,1,8,4
157,121.43890383888889,31.216964720000004,145.11576107225406,92.33333333333323,0.0024973364436456365,0.2871128353303575,12,5,13,6
150,121.43973217857142,31.215297153571434,100.98967160162907,86.33333333333323,0.0029734831087680205,0.2742011248476736,6,5,9,8
158,121.44757196153851,31.214535053076908,1112.9849318853294,99.08333333333319,0.010255289013390853,0.5193493496200637,16,16,23,23
132,121.44401546666666,31.211471560000003,225.71329453422015,84.91666666666657,0.002943836218452272,0.28211737013484717,5,6,6,7
146,121.435318,31.21421814,0,0,0.0014259319667679125,0.010513140558875455,0,2,0,2
45,121.42021180000002,31.194305420000003,8.10514052180261,69.20000000000007,0.0026058899809768203,0.21384086339451194,1,2,4,5
187,121.43806459999998,31.186440208636352,332.2501463181966,92.1666666666666,0.0047192208619945605,0.3392615046679612,11,9,13,11
56,121.42454853684212,31.197015865789485,188.23369696511222,89.16666666666659,0.003642582572322667,0.30059294103295603,8,7,12,11
114,121.44944327142858,31.206959311428566,85.87189486549853,75.53333333333335,0.002667248662360679,0.23923046344486176,1,4,3,6
