u,v,lon,lat,length,N01,N02,N03,N06,N07,N08,N14,N15,N17,N_YP,N_GC,N_MED,N_WAIT,priority,csvi_E,csvi_S_env,csvi_S_contact,csvi_AC_phys,csvi_AC_social
4250719391,640593631,121.43183975,31.1842664,777.6199976988567,0.0,0.23138678022732495,0.031628409851929336,0.8626492942453855,0.11714512736424233,0.24777620256129765,0.07612558708485259,0.5158558504127455,0.4648624589170694,0.2614102307873781,0.09865870300774914,0.0,0.0,0.06296606256646005,0.192328177583557,0.045263855418682886,0.21829754744461755,0.01756791136266563,0.0
4250719391,4250718169,121.43154065,31.18091835,208.82533893676873,0.0,0.07500080738624171,0.028705925299396876,0.5131280229000099,0.25535286577428473,0.34161989695483724,0.05163287064051445,0.40116150735115225,0.12799088813596016,0.2111567788574364,0.020559886913124752,0.0,0.0,0.018527043658369352,0.06300144077595841,0.05649374692151397,0.1802474472056867,0.0006087085913029484,0.0
71043900,71043896,121.4309281,31.177547500000003,312.28885094633927,0.13333333333333336,0.22502452800492137,0.09878681893856342,0.277514559273517,0.3622404582724347,0.43738258229875654,0.10636199116211308,0.3999588723660803,0.6422276679788382,0.3162335587795465,0.10849693186353013,0.42857142857142855,0.4,0.08054025888933225,0.2105333018251564,0.03989216710468966,0.26807924902488334,0.012324327147547411,0.0
71043900,86864077,121.42942745,31.169409,1530.4798732621216,0.08888888888888889,0.35333887284600535,0.10370475602282966,0.0,0.25998697695142786,0.36108353625555906,0.09131640264181247,0.49456579338827455,0.6403998795013526,0.38002925841063245,0.18877380865965876,0.2857142857142857,0.4,0.13778346611080494,0.3170316599860574,0.030386854898189694,0.31948794368222194,0.008452667847148099,0.0
71043900,622628156,121.4305107,31.1737629,533.446083579857,0.0,0.242559287279633,0.023442894706598955,0.5986575856282698,0.07113155797495804,0.18827940754870184,0.04914591117557228,0.4909076526060284,0.18531033478992265,0.289015282788102,0.0909931878134687,0.0,0.0,0.09298285104902962,0.20037094566043623,0.11961021263546595,0.25397209543891786,0.0,0.0
86864077,71043900,121.42942745,31.169409,1530.4798732621216,0.08888888888888889,0.35333887284600535,0.10370475602282966,0.0,0.25998697695142786,0.36108353625555906,0.09131640264181247,0.49456579338827455,0.6403998795013526,0.38002925841063245,0.18877380865965876,0.2857142857142857,0.4,0.13778346611080494,0.3170316599860574,0.030386854898189694,0.31948794368222194,0.008452667847148099,0.0
86864077,86863233,121.4215793,31.156381,1870.4893297187846,0.0,0.23956263595460195,0.029834323302778683,0.0,0.35000868451747336,0.4444675436385099,0.020718503306412936,0.4006285170087831,0.6566739665379319,0.17719068809724928,0.06885645278887458,0.0,0.0,0.05316421231349555,0.2008687283379974,0.06318228446655812,0.14988915698798577,0.01588764826361866,0.0
86864077,9860807958,121.4280777,31.16257755,20.45040860104943,0.044444444444444446,0.3826088938685273,0.04494751815828303,0.3141348336788076,0.12400032790923823,0.22093013838662612,0.05203118783623491,0.47051357029868335,0.13788903970024252,0.372026602606733,0.15573945537364353,0.14285714285714285,0.4,0.1736482648010145,0.32734143538145816,0.10428761412219054,0.3227711666693218,0.0013312975948043938,0.0
622628156,71043900,121.4305107,31.1737629,533.446083579857,0.0,0.242559287279633,0.023442894706598955,0.5986575856282698,0.07113155797495804,0.18827940754870184,0.04914591117557228,0.4909076526060284,0.18531033478992265,0.289015282788102,0.0909931878134687,0.0,0.0,0.09298285104902962,0.20037094566043623,0.11961021263546595,0.25397209543891786,0.0,0.0
622628156,599703117,121.4305454,31.17385395,553.9220444589383,0.0,0.242559287279633,0.04560985260495418,0.5986575856282698,0.08296982681724625,0.13707410593559885,0.07079858541970716,0.4725153836717507,0.12430620195708765,0.289015282788102,0.0909931878134687,0.0,0.0,0.08582548125931669,0.20037094566043623,0.08674831440869449,0.25807743591749877,0.0,0.0
622628156,8835962417,121.4302113,31.17092245,101.12435465378545,0.05555555555555555,0.33736465499088886,0.047610749869183525,0.0,0.4693827852472116,0.5373459711323919,0.03991849933783968,0.3093532150564676,0.11969340540686908,0.3403407977331115,0.17345206176327457,0.0,0.0,0.12132498218513352,0.28507968111346743,0.05936452963019945,0.28337646540290723,0.0018220193623836181,0.05430218353947169
622628156,1754769713,121.43038695,31.171897,120.37245352114567,0.0,0.4341780149828837,0.09867749879504782,0.0,0.17126368703226724,0.23851497219729303,0.08696467624490445,0.45739270512958996,0.11070474784980987,0.30553147917614987,0.20193160470392094,0.0,0.0,0.1351541570106121,0.3571164009031848,0.040562843541658525,0.2641128458042265,0.0032044083709707096,0.0
623694020,71055371,121.4645686,31.19607175,688.4506499680039,0.0,0.09986386949162358,0.0297401174151024,0.18596387326029024,0.35664253845365596,0.4410285181043192,0.03341610094570805,0.32937467658503955,0.1714895460653468,0.18516053709386004,0.023721778705366275,0.0,0.0,0.02146626266260936,0.08485195872544844,0.04794921023869746,0.1557140808493034,0.01035116940295015,0.0
623694020,107521789,121.45644475,31.191683400000002,1152.0639879715084,0.1,0.6892888509557864,0.06863490338513653,0.277514559273517,0.511229204052476,0.5776999764546488,0.07718309262044795,0.4469214115374964,0.14201645686588452,0.5216779103487449,0.3175261642094124,0.14285714285714285,0.4,0.3366483271986501,0.5946174114215226,0.05044643896637762,0.4137450782488492,0.0848636634954212,0.056992475410167526
623694020,11224164202,121.46317834999999,31.195549300000003,400.3448928547509,0.0,0.28963583897385037,0.01877167622170127,0.18596387326029024,0.10733768443482215,0.16343274871245145,0.02223252243428308,0.4745516395367428,0.11441854325258344,0.20995849861503432,0.1015038058688334,0.0,0.0,0.07532738706755672,0.2458594505418024,0.06386297604397692,0.18278876575328903,0.0,0.0
82515933,6316067903,121.4469435,31.210842399999997,14.761252780067446,0.1111111111111111,0.338947456276144,0.1077120654328508,0.5421972164643175,0.8086066277602784,0.80526271156989,0.13393652383934046,0.7700653415499558,0.07517186288878593,0.2804279075439176,0.12329643233107972,0.0,0.0,0.09331104577676862,0.29071663231510597,0.05898279060905476,0.21879125069618122,0.1678315209944031,0.11714709834050435
82515933,82515934,121.44720029999999,31.2109432,67.68338439190906,0.16666666666666666,0.338947456276144,0.1351846465855718,0.6302438061395716,0.7624568268305643,0.7889489743796981,0.1642419544457498,0.7922631772074679,0.06011562454516819,0.2804279075439176,0.12329643233107972,0.0,0.0,0.07561268347220934,0.29071663231510597,0.03929930189460703,0.2073230441818076,0.24771303786126098,0.18819980881740805
82515933,82516857,121.44617545,31.2110976,143.5678904301034,0.0,0.33492475970856017,0.04298955962594749,0.33214885006415956,0.7329977449607749,0.7553308675717134,0.05420703234626237,0.7278042574258405,0.06555837245590451,0.2488033252794169,0.11325102463046383,0.0,0.0,0.08569247078664503,0.2797240387263635,0.056255777179684094,0.19036579694014108,0.17289916848265102,0.0
82515933,601675009,121.44702670000001,31.21059915,62.00790225477898,0.1111111111111111,0.338947456276144,0.11297526033999387,0.5421972164643175,0.7624568268305643,0.7889489743796981,0.13715894596825587,0.7922631772074679,0.06011562454516819,0.2804279075439176,0.12329643233107972,0.0,0.0,0.0796200797460051,0.29071663231510597,0.03929930189460703,0.2073230441818076,0.24771303786126098,0.12546653921160536
6316067903,82515933,121.4469435,31.210842399999997,14.761252780067446,0.1111111111111111,0.338947456276144,0.1077120654328508,0.5421972164643175,0.8086066277602784,0.80526271156989,0.13393652383934046,0.7700653415499558,0.07517186288878593,0.2804279075439176,0.12329643233107972,0.0,0.0,0.09331104577676862,0.29071663231510597,0.05898279060905476,0.21879125069618122,0.1678315209944031,0.11714709834050435
