id,name,type,typecode,address,lng,lat,tel,rating,cost,group,pname,cityname,adname
BV10025126,金沙江路中江路(公交站),交通设施服务;公交车站;公交车站相关,150700,1227路;216路;67路;765路;766路;837路;858路;876路;94路,121.394779,31.231827,,[],[],交通设施,上海市,上海市,普陀区
BV10536079,曹家渡(长宁路)(公交站),交通设施服务;公交车站;公交车站相关,150700,136路;13路;316路/316路(夜宵线);54路;765路;941路;春运22线(原316路),121.427779,31.227584,,[],[],交通设施,上海市,上海市,静安区
BV10384960,虹桥路程家桥(公交站),交通设施服务;公交车站;公交车站相关,150700,328路;519路;57路;809路;911路;91路;941路,121.373489,31.190994,,[],[],交通设施,上海市,上海市,长宁区
BV10860384,茂名北路(快速公交站),交通设施服务;公交车站;快速公交站,150704,71路;71路区间,121.461402,31.224067,,[],[],交通设施,上海市,上海市,静安区
BV09221725,朱行(公交站),交通设施服务;公交车站;公交车站相关,150700,152路;157路;218路;50路;50路区间;725路;729路;735路;闵行22路,121.424549,31.122557,,[],[],交通设施,上海市,上海市,闵行区
BV10024765,虹漕南路浦北路(公交站),交通设施服务;公交车站;公交车站相关,150700,122路;43路;725路;732路;735路;804路;830路;93路;946路,121.415054,31.152790,,[],[],交通设施,上海市,上海市,徐汇区
BV10028361,曹家渡(公交站),交通设施服务;公交车站;公交车站相关,150700,319路;321路;327路;45路;765路;838路;951路,121.427779,31.227584,,[],[],交通设施,上海市,上海市,静安区
BV10337719,虹许路吴中路(公交站),交通设施服务;公交车站;公交车站相关,150700,700路;757路;809路;865路;上嘉线,121.395059,31.179731,,[],[],交通设施,上海市,上海市,闵行区
BV10025101,新闸路江宁路(公交站),交通设施服务;公交车站;公交车站相关,150700,104路;136路;206路;316路/316路(夜宵线);36路;春运22线(原316路),121.454909,31.232999,,[],[],交通设施,上海市,上海市,静安区
BV10029709,徐家汇路黄陂南路(公交站),交通设施服务;公交车站;公交车站相关,150700,146路内圈;218路;303路;43路;730路;781路;840路;955路;985路;大桥一线高峰车;春运24线(原303路);春运2线(原840路),121.477959,31.209758,,[],[],交通设施,上海市,上海市,黄浦区
